name,AngelList_website,tagline
iDialogs,https://angel.co/company/idialogs,Smart chronic health management
Cannuflow,https://angel.co/company/cannuflow-1,Advanced Arthroscopic Surgery
Tripvisto,https://angel.co/company/tripvisto,
CIRCADIA,https://angel.co/company/circadia,Re-inventing fine dining for downtown Seattle
Health Care Originals,https://angel.co/company/health-care-originals-1,Respiratory monitoring wearables
Discourse Analytics,https://angel.co/company/discourse-analytics,Audience insights and analytics
QWiPS,https://angel.co/company/qwips,Distributed platform for tagging voice to everything social 
VoxFeed,https://angel.co/company/voxfeed,Influencers Marketplace
EnergyFunders,https://angel.co/company/energyfunders,EnergyFunders is a Financial Technology platform for online energy investing. 
Freepath,https://angel.co/company/freepath,
eKincare,https://angel.co/company/ekincare,India's first personalised health assistant | Leveraging tech + data + AI
BlueKite,https://angel.co/company/bluekite,
videoNEXT,https://angel.co/company/videonext,
DreamsCloud,https://angel.co/company/dreamscloud,The social network for sharing night-time dreams.
StepJockey,https://angel.co/company/stepjockey,A little healthier everyday
QuickSchools,https://angel.co/company/quickschools-1,Modern student information system for K-12
Tumblbug,https://angel.co/company/tumblbug,
PRS Medical Technologies,https://angel.co/company/prs-medical-technologies,Provide lower pressures and more comfort for people in supine or sitting positions
Savant Care,https://angel.co/company/savant-care,Bringing mental health to 21st century
Voxello,https://angel.co/company/voxello,Better Outcomes through Better Communication.
Taxa Outdoors,https://angel.co/company/taxa,the Patagonia of mobile habitats
Freedom Capital Investment Managment,https://angel.co/company/freedom-capital-investment-managment,American Impact Investing
Casho,https://angel.co/company/casho,Earn Cash through Simple Tasks
Unbill,https://angel.co/company/unbill,One app for all your bills.
Amphfoil,https://angel.co/company/amphfoil,High speed water transport
Internet Area Network,https://angel.co/company/internet-area-network,Your Office Smarter
Shangby,https://angel.co/company/shangby,
EventsTag,https://angel.co/company/eventstag,"We are EventsTag, pioneers of experiential tech.  "
McNeill Designs for Brighter Minds,https://angel.co/company/mcneill-designs-for-brighter-minds,The English language as a game
3rd planet,https://angel.co/company/3rd-planet,New media platform for global travel industry
NOMADD,https://angel.co/company/nomadd,
arkami,https://angel.co/company/arkami,
BuyerCurious,https://angel.co/company/buyercurious,
Geosatis,https://angel.co/company/geosatis,Technology for offender rehabilitation
Patience,https://angel.co/company/patience,The easiest way to create your own online learning website to sell courses online
Amperics,https://angel.co/company/amperics,Rapid charging energy storage devices - minutes instead of hours
Groupize.Com,https://angel.co/company/groupize-com,
Screaming Sports,https://angel.co/company/screaming-sports,
Adello,https://angel.co/company/adello,
AlchemyAPI (Acquired by IBM Watson Group),https://angel.co/company/alchemyapi-acquired-by-ibm-watson-group,
"Medikly,",https://angel.co/company/medikly-1,
Valify,https://angel.co/company/valify,
Smart Human Dynamics,https://angel.co/company/smart-human-dynamics,
Kersaint Health,https://angel.co/company/kersaint-health,Personalized Healthcare Company
Haostay,https://angel.co/company/haostay,
Catapult International,https://angel.co/company/catapult-international,
Tripology,https://angel.co/company/tripology,
MyRooms,https://angel.co/company/myrooms,"Mobile 3D social network making it easier to capture, create, share and group your content"
BDS Mobile,https://angel.co/company/bdsmobile,Designs Leading Edge Mobile Platforms
Bobber Interactive,https://angel.co/company/bobber-interactive,
DataGres Technologies,https://angel.co/company/datagres-technologies,
JayStack Technologies,https://angel.co/company/jaystack-technologies,Business data tools for the HTML5/JavaScript mobile ecosystem
Onovative,https://angel.co/company/onovative,Marketing Automation and Customer Analytics for Banks and Credit Unions
SiamoSoci,https://angel.co/company/siamosoci,Growing Companies meet Private Investors
SpongeFish,https://angel.co/company/spongefish,
Braineet,https://angel.co/company/braineet,Bring your ideas to life
CloudCheckr,https://angel.co/company/cloudcheckr,
VocalIQ,https://angel.co/company/vocaliq-1,voice interface api
Amulet Pharmaceuticals,https://angel.co/company/amulet-pharmaceuticals,
KeyLemon,https://angel.co/company/keylemon,
Studio Ousia,https://angel.co/company/studio-ousia,
Gatecoin,https://angel.co/company/gatecoin,Bitcoin and ethereum token exchange
RevelHMI,https://angel.co/company/revelhmi,"RevelHMI develops high-performance haptic systems for mobile devices, VR and smartwatches"
Hermo,https://angel.co/company/hermo,
CLiCS,https://angel.co/company/clics-1,Revolutionizing the $7 billion salon hair color market
Visionare,https://angel.co/company/visionare,Bridging technology seeds and markets
LeDeL International,https://angel.co/company/ledel-international,LED Streelight Smart System
Carsquare,https://angel.co/company/carsquare,Vehicle Search Engine (i.e. Kayak for Autos).
ZouZ,https://angel.co/company/zouz,"No social app fits all cultures, no size fits all"
Montredo,https://angel.co/company/montredo,Online retailer for luxury watches
Augmentation Industries,https://angel.co/company/augmentation-industries,Putting the brain into your car
YUZU,https://angel.co/company/yuzu-network,The only eMerchants cross-selling network!
Biopipe Global,https://angel.co/company/biopipe-global,Patented technology in water treatment
Mews Systems,https://angel.co/company/mews-systems,Property Management for a new generation
Watcheezy,https://angel.co/company/watcheezy,Watcheezy increases by 46% the conversion rate when industry average is 15%
OpenSynergy,https://angel.co/company/opensynergy,
Netotiate,https://angel.co/company/netotiate,
GrayBug,https://angel.co/company/graybug,
Goomzee,https://angel.co/company/goomzee-1,Mobile/social apps for Realtors
Johanson3,https://angel.co/company/johanson3,Carrying payload and commuting made simple
gastrozentrale.de,https://angel.co/company/gastrozentrale-germany,One-stop solution  for hotel & restaurant equipment
Zebpay,https://angel.co/company/zebpay,India's largest Bitcoin Exchange.
MPIRICA Health Analytics,https://angel.co/company/mpirica-health-analytics,Surgery Quality Scores powered by AI and big data
wrnch,https://angel.co/company/wrnch,wrnch teaches cameras to read human body language.
Chrono.gg,https://angel.co/company/chrono-gg-1,Digital distribution platform for games
Via6,https://angel.co/company/via6,
unnado,https://angel.co/company/unnado,"Private shopping for moms, babies and children"
Taptera,https://angel.co/company/taptera-1,"We make fast, beautiful, and secure apps for the enterprise"
Blue  Wave Media,https://angel.co/company/blue-wave-media,"Delivers movies/ television shows to all smartphone, tablet and IPTV platforms"
Great British Chefs,https://angel.co/company/great-british-chefs,Premium Digital Food Brand
RapidEngines,https://angel.co/company/rapidengines,
Piwik PRO,https://angel.co/company/piwik-pro,Enterprise Analytics and Customer Data Platform
Fancam,https://angel.co/company/fancam,Fan engagement through gigapixel photography
24tidy,https://angel.co/company/24tidy,
ETC Education•Technology•Content,https://angel.co/company/etc-education-technology-content,The new way to purchase textbooks
eDreams Edusoft,https://angel.co/company/edreams-edusoft,
Logicbroker,https://angel.co/company/logicbroker,
Nezasa Travel,https://angel.co/company/nezasa-travel,The most advanced booking platform for tailor-made travel packages
Hopsters,https://angel.co/company/hopsters,
VUFINE,https://angel.co/company/vufine,Clip-on wearable HDMI display
Purple Ace,https://angel.co/company/purple-ace,
Kinetek Sports,https://angel.co/company/kinetek-sports,Athletes sense motion and excel
G-Technology Group,https://angel.co/company/g-technology-group,A technology firm developing disruptive products for underserved markets.
AbCelex Technologies,https://angel.co/company/abcelex-technologies,Biotechnology
Contentsphere America,https://angel.co/company/contentsphere-america,Next generation Product Information Management (PIM)
goSudo,https://angel.co/company/gosudo,"Real-time Mobile Deals and Loyalty Platform - Ebates for real time, real world purchases"
Cantimer,https://angel.co/company/cantimer,
iCetana,https://angel.co/company/icetana,
iFeelSmart,https://angel.co/company/ifeelsmart,Making TV Smarter
GoMetro,https://angel.co/company/gometro,Waze for Mass Transit
MyMicroInvest,https://angel.co/company/mymicroinvest,Investing alongside professionals in startups and SME
rudder.com,https://angel.co/company/rudder-com,
Nova Media,https://angel.co/company/nova-media-2,Publisher & Discrimination Testing
aBoatTime,https://angel.co/company/aboattime,SAP+Expedia+Amadeus for boats
Sway Medical,https://angel.co/company/sway-medical,Mobile Medical Diagnostics
Fidesys,https://angel.co/company/fidesys-2,Next-gen CAE in the Cloud
neoScores®,https://angel.co/company/neoscores,"We built Gustaf, a marketplace for digital sheet music"
IZBERG Marketplace,https://angel.co/company/izberg,Unlocking Digital Commerce
Flashback Technologies,https://angel.co/company/flashback-technologies,
Quantum OPS,https://angel.co/company/quantum-ops,
xF Technologies,https://angel.co/company/xf-technologies,
Dial-Once,https://angel.co/company/dial-once,What if your customers actually enjoyed calling you ?
Ektio,https://angel.co/company/ektio-1,Ankle sprain preventing performance footwear
Qineqt,https://angel.co/company/qineqt,The future of intelligent curated financial data.
Klixel8,https://angel.co/company/klixel8,High-Resolution Mobile Shoppable Media
ReFlow Medical,https://angel.co/company/reflow-medical,
Vidcaster,https://angel.co/company/vidcaster-1,The video results company
drumbi,https://angel.co/company/drumbi,Leveraging smartphones for intelligent call routing. 
Heirloom Computing,https://angel.co/company/heirloom-computing-1,Legacy Modernization Platform as a Service
Saygent,https://angel.co/company/saygent,Sales Conversation Optimization  
Trefis,https://angel.co/company/trefis,Collaborate on forecasts
addAshop.com,https://angel.co/company/addashop-com,From Bozo to Bezos in just 5 minutes!
9GAG,https://angel.co/company/9gag,The global cross-platform entertainment media network
DuckDuckGo,https://angel.co/company/duckduckgo,The search engine that doesn't track you.
FanBridge,https://angel.co/company/fanbridge,CRM for Audiences
1000memories,https://angel.co/company/1000memories,
Clearpath Immigration,https://angel.co/company/clearpath-immigration,TurboTax for Immigration filings
Wild Needle,https://angel.co/company/wild-needle,
Frequency,https://angel.co/company/frequency,Watch video from everywhere on the web on any device.
VYou,https://angel.co/company/vyou,
Nodeable,https://angel.co/company/nodeable,
RealDirect,https://angel.co/company/realdirect-1,NYC based real estate broker 2.0.
Artillery,https://angel.co/company/artillery,"Next generation game developer, publisher, and platform. (Closed)"
Tokyo Otaku Mode,https://angel.co/company/tokyo-otaku-mode,Build the world's largest online Anime & Cosplay community. Curate the best Anime content!
EdSurge,https://angel.co/company/edsurge,Edtech insights for decision makers
DroneBase,https://angel.co/company/dronebase,On-demand marketplace for drone services
mygola.com,https://angel.co/company/mygola-com,Custom trip plans in minutes
Miso Media,https://angel.co/company/miso-media,Provide the optimal user experience for music education using today’s emerging technology
RealDirect,https://angel.co/company/realdirect,TurboTax for Real Estate Sales
Ambassador,https://angel.co/company/ambassador,End-to-end platform for Relationship Marketing
CapLinked,https://angel.co/company/caplinked,Securely share business files with CapLinked virtual data rooms
Cisco,https://angel.co/company/cisco,
Educreations,https://angel.co/company/educreations,"Teach what you know, learn what you don't"
eCommHub,https://angel.co/company/ecommhub,Automates the e-commerce supply chain for SMBs
2bkco,https://angel.co/company/2bkco,
Burner,https://angel.co/company/burner,Next-generation phone numbers for privacy and identity in the mobile world
Submittable,https://angel.co/company/submittable,(YC S12) 9000+ Organizations use Submittable for Accepting and Managing Submissions
HighlightCam,https://angel.co/company/highlightcam,Automatically edits videos and images on your phone
Pact,https://angel.co/company/pact-1,"Fresh Coffee, That Tastes Better, Everyday"
YEKRA,https://angel.co/company/yekra,Decentralized digital distribution for film.
Other Machine Company,https://angel.co/company/other-machine-company,We build machines that transform digital designs into products.
Loci Controls,https://angel.co/company/loci-controls-1,Smart technology for landfills
GoCoin,https://angel.co/company/gocoin,Global Blockchain Payment Innovation - Blockchain Loyalty
Beeline Bikes,https://angel.co/company/beeline-bikes,The Bike Shop that Comes to You! -  Mobile Retail + Service
Lucid,https://angel.co/company/lucid-vr,Enabling Dual Cameras To See Depth
Maestro,https://angel.co/company/maestro,"White label platform for enterprise live streamers to own, engage, and monetize audiences"
Keona Health,https://angel.co/company/keona-health,Zendesk for Healthcare
MeeGenius,https://angel.co/company/meegenius,Children's Digital Bookstore
Clikthrough,https://angel.co/company/clikthrough,"Adwords for Video, now you can click on stuff in video and not watch boring ads"
Advera Health Analytics,https://angel.co/company/adverseevents,gold standard resource for drug safety knowledge and insight
Parrable,https://angel.co/company/parrable,Privacy-Friendly Identification Platform
italki,https://angel.co/company/italki,Airbnb + community for language teachers and students
Pet Circle (Formerly Paws for Life),https://angel.co/company/pet-circle-formerly-paws-for-life,Australia's Wag.com
Phonezoo,https://angel.co/company/phonezoo,
Phone.com,https://angel.co/company/phone-com-1,
Memolane,https://angel.co/company/memolane,
GOPLACEIT.COM,https://angel.co/company/goplaceit,Zillow/Trulia for Latam http://goplaceit.com
TrueAbility®,https://angel.co/company/trueability," Performance-based IT Skill Assessment, Training and Certification Made Easy"
Househappy,https://angel.co/company/househappy,Househappy is a global real estate search portal that makes finding a home simple and fun.
myEDmatch,https://angel.co/company/myedmatch,Job-matching site the connects the right teacher to the right classroom.
Stuffle,https://angel.co/company/stuffle,Mobile flea market to discover great things nearby! 
Zenchef,https://angel.co/company/1001menus-1,One-stop shop online marketing and booking management platform for restaurants
Sellsy,https://angel.co/company/sellsy,CRM and invoicing for smart companies
Iris Mobile,https://angel.co/company/iris-mobile,
Molio,https://angel.co/company/molio,
Alodokter,https://angel.co/company/alodokter,Health Information platform for Indonesia
Perkville,https://angel.co/company/perkville,Customer rewards platform
Dasient,https://angel.co/company/dasient,Smart Web Security
Rethink Books,https://angel.co/company/rethink-books,
Pixelpipe,https://angel.co/company/pixelpipe,
Swivel,https://angel.co/company/swivel,
Socializr,https://angel.co/company/socializr,
SmallRivers,https://angel.co/company/smallrivers,
Crowd Fusion,https://angel.co/company/crowd-fusion,
PeerIndex,https://angel.co/company/peerindex,Data driven marketing
Playbasis,https://angel.co/company/playbasis,Gamification Platform-as-a-Service
SocialToaster,https://angel.co/company/socialtoaster,Fan mobilization and engagement
StoryBox,https://angel.co/company/storybox-2,Visual Commerce
Content Raven,https://angel.co/company/content-raven,
Artklikk,https://angel.co/company/artklikk,Mobile Developer hub in Budapest
VeryLastRoom,https://angel.co/company/verylastroom,Last-minute hotel deals
BreezoMeter,https://angel.co/company/breezometer,BreezoMeter - Because Breathing Matters
Mobingi,https://angel.co/company/mobingi,Cloud Application Lifecycle Automation - https://mobingi.com
Novel Effect,https://angel.co/company/novel-effect,Voice Driven Media and Entertainment
Carsome,https://angel.co/company/carsome,Reverse Marketplace for Cars
ThirdEye,https://angel.co/company/thirdeye-2,Building real-time CCTV powered AI assistants to put in the hands of public space workers.
Evergram,https://angel.co/company/evergram,Send keepsake communications into the future with a 'trigger' release
Hyperwear®,https://angel.co/company/hyperwear,Innovative fitness brand with proprietary products expanding into weight loss.
Treemo Labs,https://angel.co/company/treemo-labs,
Shoeboxed,https://angel.co/company/shoeboxed,
Playfire,https://angel.co/company/playfire,
Feathr,https://angel.co/company/feathr,Digital marketing tools built for associations and conference/trade show organizers
lettrs,https://angel.co/company/lettrs,Patented authenticated mobile and social signatures.  Expanding to Twitter Fall 2017
AdhereTech,https://angel.co/company/adheretech,Smart pill bottles to track & improve adherence in real-time
TheTakes.com,https://angel.co/company/thetakes-com,Cloud based PM & ERP for movie production
Plasticity,https://angel.co/company/plasticity-1,Business Intelligence for Organizational Happiness and Performance
HealthPocket,https://angel.co/company/healthpocket,
ActionX,https://angel.co/company/actionx,
ClearBlade,https://angel.co/company/clearblade,IoT Platform and Edge
Algolux,https://angel.co/company/algolux,Driving Safety in Autonomous Vision
Squad,https://angel.co/company/squadplatform,Solving Complex Problems using a Distributed Workforce and A.I.
CFX Markets,https://angel.co/company/cfx-markets,Digital Trading Platform for Alternative Assets
ICEYE,https://angel.co/company/iceye,
Pact Coffee,https://angel.co/company/pact-coffee,
Syntellia,https://angel.co/company/syntellia-1,
Renew,https://angel.co/company/renew-3,
MicroGen Systems,https://angel.co/company/microgen-systems,'Green' Micro-power Generators to replace or extend batteries
TK20,https://angel.co/company/tk20,
Syncplicity,https://angel.co/company/syncplicity,
Citrusleaf,https://angel.co/company/citrusleaf,
Kyte.tv,https://angel.co/company/kyte-tv,
GameLayers,https://angel.co/company/gamelayers,
Wedge Buster,https://angel.co/company/wedge-buster,Social Gaming Platform / Zynga Meets ESPN
Send the Trend,https://angel.co/company/send-the-trend,
Modern Message,https://angel.co/company/modern-message,Engagement platform for apartment communities
PrettySecrets,https://angel.co/company/prettysecrets,
Timesaverz,https://angel.co/company/timesaverz,Marketplace of home services 
Contix,https://angel.co/company/contix,Early Differentiated News Alerts for Traders
NuOffer,https://angel.co/company/nuoffer-2,Mobile Real Estate Offer Writing Solution
Mandaê,https://angel.co/company/mandae,Solving the first mile of shipping
Agronomic Technology,https://angel.co/company/agronomic-technology,Recommendation Engine for Agriculture
Augment,https://angel.co/company/getaugment,Smart Universal Inbox
Gjirafa,https://angel.co/company/gjirafa,Albanian Language Web Search Engine
Croswise,https://angel.co/company/croswise,
Tripda (Rocket Internet Group),https://angel.co/company/tripda-rocket-internet-group,
Health2Sync,https://angel.co/company/health2sync,
Althea Systems,https://angel.co/company/althea-systems,
DebtGoal,https://angel.co/company/debtgoal,
Authernative,https://angel.co/company/authernative,
Waldo Networks,https://angel.co/company/waldo-networks,
Flow,https://angel.co/company/flow,The industry's first Real-Time CMS for mobile applications.
Transcepta,https://angel.co/company/transcepta,
Spotzot,https://angel.co/company/spotzot,
PropertyBridge,https://angel.co/company/propertybridge,
TRX Systems,https://angel.co/company/trx-systems,"Locate, Map, Track.  Indoors."
Podcast Ready,https://angel.co/company/podcast-ready,
AirSense Wireless,https://angel.co/company/airsense,
CharityStars,https://angel.co/company/charitystars,The celebrities' charity auction platform
Gamgee,https://angel.co/company/gamgee,
Crosswise,https://angel.co/company/crosswise,
GoFormz,https://angel.co/company/goformz,Mobile data collection SAAS platform
YourGrocer,https://angel.co/company/yourgrocer,Home delivery from the local shops you love
StyleLounge,https://angel.co/company/stylelounge,StyleLounge is the first easy-to-use fashion price comparison.
Eat Your Coffee,https://angel.co/company/new-grounds-food,Creators of the original naturally caffeinated snack bar
Campus Steps,https://angel.co/company/campus-steps,
LendingRobot.com,https://angel.co/company/lendingrobot-com,
Auctionpal,https://angel.co/company/auctionpal,
Magnify360,https://angel.co/company/magnify360,
B5media,https://angel.co/company/b5media,
GamerDNA,https://angel.co/company/gamerdna,
Infolinks,https://angel.co/company/infolinks,
QualVu,https://angel.co/company/qualvu,
Wantable,https://angel.co/company/wantable,Category Specific Styling Service
Bolster,https://angel.co/company/bolster,The Smart Way to do Major Home Renovations
PassKit,https://angel.co/company/passkit,Connecting Customer Engagement Technologies
Onehub,https://angel.co/company/onehub,
Planet Metrics,https://angel.co/company/planet-metrics,
Chinook Book,https://angel.co/company/chinook-book,Mobile Coupons for Local Shopping
Nota,https://angel.co/company/nota-3,Seriously easy sharing of screen caps and GIFs.
Euclises Pharmaceuticals,https://angel.co/company/euclises-pharmaceuticals,
AppSee,https://angel.co/company/appsee-1,
Bizongo,https://angel.co/company/bizongo-business-on-the-go,B2B Marketplace for Packaging Products
Kairos Watches,https://angel.co/company/kairos-watches,Smart wearables for the 700M analog watch buyers  
Knocki,https://angel.co/company/knocki,Turn Any Surface Into a Remote Control
Ralali.com,https://angel.co/company/ralali-com,
Verloop,https://angel.co/company/verloop,"Conversational Automation Platform helping 5,000+ businesses globally"
Current Motor,https://angel.co/company/current-motor,Mini-fleet-in-a-Box: 4 Electric Cargo Motorcycles nested inside a solar charging station
Reflex Photonics,https://angel.co/company/reflex-photonics,
Jump,https://angel.co/company/jump-gaming-inc,On-Demand Multiplatform Video Game Subscription Service
Venuemob,https://angel.co/company/venuemob,Find and book the perfect venue for an event
First Warning Systems,https://angel.co/company/first-warning-systems,"Non-invasive, Non-irradiative Predictive Analytics for Early Breast Cancer Screening"
QPID,https://angel.co/company/qpid,An intelligence system for EHRs
callstats.io,https://angel.co/company/callstats-io,Analytics and Optimizations for Video calls (WebRTC)
Local Market Launch,https://angel.co/company/local-market-launch,
Salesfloor,https://angel.co/company/salesfloor,Omni-channel mobile app connecting front-line sales teams with online shoppers
Le Collectionist,https://angel.co/company/le-collectionist-1,Rent professionally inspected stunning villas around the world. 
Evocalize,https://angel.co/company/evocalize,Let the world’s leading Facebook marketing technology power your business.
Before the Call,https://angel.co/company/before-the-call,
iStorez,https://angel.co/company/istorez,
Careerminds Group,https://angel.co/company/careerminds-group,
TellWise,https://angel.co/company/tellwise,
Q2 Power,https://angel.co/company/q2-power,Generate renewable/green distributed electric power from waste methane
Veriflow Systems,https://angel.co/company/veriflow-systems,
FinLocker,https://angel.co/company/finlocker,
Rhiza,https://angel.co/company/rhiza,
Mandaê,https://angel.co/company/mandae-1,
Enovex,https://angel.co/company/enovex,World's first synthetic oxygen/nitrogen adsorbent
Dynadec,https://angel.co/company/dynadec,
DigiMeld,https://angel.co/company/digimeld,
cove,https://angel.co/company/cove,work made local and friendly
BrightDoor Systems,https://angel.co/company/brightdoor-systems,
Graspr,https://angel.co/company/graspr,
LotLinx,https://angel.co/company/lotlinx-2,DoubleClick-like advertising for Automotive Category
Hang w/,https://angel.co/company/hang-w,Live Streaming Video Social Media
RemitPro,https://angel.co/company/remitpro,
Social Recruiting,https://angel.co/company/social-recruiting-3,
Diet TV,https://angel.co/company/diet-tv,
TripOvation,https://angel.co/company/tripovation,
AutekBio,https://angel.co/company/autekbio,
Blockparty,https://angel.co/company/block-party-suites,Blockparty partners with sports and music properties to develop hospitality experiences 
Flowhub,https://angel.co/company/flowhub,
Locus.sh,https://angel.co/company/locus-sh,Intelligent Logistics
FoodGenius,https://angel.co/company/foodgenius,Big data analytics platform for the food industry
SkySpecs,https://angel.co/company/skyspecs,The drone solution for infrastructure inspection
Feelter,https://angel.co/company/feelter,
iFit,https://angel.co/company/ifit-1,Community that focuses on health and slimming services.
Net Power Technology,https://angel.co/company/net-power-technology,
Fonjax,https://angel.co/company/fonjax,
Tempronics,https://angel.co/company/tempronics,
StreamShark.io,https://angel.co/company/streamsharkio,"You Create, We Deliver."
Guns & Oil Beer USA,https://angel.co/company/guns-oil-beer-usa,Crafting Excellence
Savveo,https://angel.co/company/savveo,
Buck Mason,https://angel.co/company/buck-mason,"Digital-first menswear brand designing updated, modern American classics for daily wear."
The News Funnel,https://angel.co/company/the-news-funnel,"Real Estate News, Personalized."
Pipemonk,https://angel.co/company/zapstitch,SaaS Data Integration Platform for Business Apps
The Assets,https://angel.co/company/the-assets,Global Business Assets Marketplace
Genometry,https://angel.co/company/genometry,
Brosa,https://angel.co/company/brosa,Zara for Designer Furniture
arviem,https://angel.co/company/arviem-ag,
GoalSpring Financial,https://angel.co/company/goalspring-financial,
Sirqul,https://angel.co/company/sirqul,
Plus Products,https://angel.co/company/plus-plus,"Fast acting, low calorie, discreet cannabis products."
Capitalizarme,https://angel.co/company/capitalizarme,We believe that real estate investing should be accessible to everyone 
magicpin,https://angel.co/company/magicpin,
Oxitone Medical,https://angel.co/company/oxitone-medical-1,Wrist wearable pulse oximetry platform
Synoste Oy,https://angel.co/company/synoste-oy,
RoleStar,https://angel.co/company/rolestar,Social video entertainment platform
NovaSparks,https://angel.co/company/novasparks,
Clifton,https://angel.co/company/clifton,
Todacell,https://angel.co/company/todacell,
GotVoice,https://angel.co/company/gotvoice,
BuzzMob,https://angel.co/company/buzzmob-1,A cross-platform communication tool for classroom and school communities.
BuzzMyVideos,https://angel.co/company/buzzmyvideos,We're home to the next rising stars of YouTube!
Querium,https://angel.co/company/querium,Rosetta Stone for math and science
Bye Aerospace,https://angel.co/company/bye-aerospace-1,solar-electric powered UAV
Backpack Enterprises,https://angel.co/company/backpack-enterprises-1,Matching students to available scholarships
Mpstor,https://angel.co/company/mpstor,
Qazzow,https://angel.co/company/qazzow,
divorce360,https://angel.co/company/divorce360,
i-Human Patients,https://angel.co/company/i-human-patients,
Albeado,https://angel.co/company/albeado,"Breakthrough causal predictions, optimizations and interventions - in real time"
KGS Buildings,https://angel.co/company/kgs-buildings,Automated Intelligence For Building Performance Management
The Royalty Exchange,https://angel.co/company/the-royalty-exchange-1,
microDimensions,https://angel.co/company/microdimensions,Digital Pathology Software and Services
UserIQ,https://angel.co/company/useriq-1,Success in every moment
Kickboard,https://angel.co/company/kickboard-2,
Fortressware,https://angel.co/company/fortressware,
iMedExchange,https://angel.co/company/imedexchange,
Orchestra Networks,https://angel.co/company/orchestra-networks,
HardMetrics,https://angel.co/company/hardmetrics,
Crowdfire,https://angel.co/company/crowdfire,Your super-smart Social Media Manager
Infragistics,https://angel.co/company/infragistics,Global Software Company
Punch Entertainment,https://angel.co/company/punch-entertainment,Award-winning developer and publisher of mobile games.  Acquired by DeNA in 2012.
Circular Energy,https://angel.co/company/circular-energy-1,Circular Energy is focused on energy management software and solar design and installation
Super Sprowtz,https://angel.co/company/super-sprowtz,The #1 Nutrition and Wellness Brand for Pre-School Kids
Peel-Works,https://angel.co/company/peel-works,
Open Influence,https://angel.co/company/openinfluence,Influence Better
TaxCloud (FedTax),https://angel.co/company/taxcloud-fedtax,Free sales tax management service for online retailers.
Launchpad Recruits,https://angel.co/company/launchpad-recruits,Data Driven Video Interviewing for Recruitment
IntegriChain,https://angel.co/company/integrichain,
SpinGo,https://angel.co/company/spingo,"Event content aggregator, provider, and promoter"
KeraFAST,https://angel.co/company/kerafast,
Texert,https://angel.co/company/texert,
Testbirds,https://angel.co/company/testbirds,
Anturis,https://angel.co/company/anturis,
Dispel,https://angel.co/company/dispel,
SchooX,https://angel.co/company/schoox,The Social Academy for life-long learning and higher education 
Newser,https://angel.co/company/newser,
LiveSchool,https://angel.co/company/liveschool,Collaborative Classroom Management
Izenda,https://angel.co/company/izenda,Embedded BI for SaaS Apps
CGTrader,https://angel.co/company/cgtrader-1,3D Model Marketplace
ZEEF.com,https://angel.co/company/zeef-com,Filtering the world's information
Tractive,https://angel.co/company/tractive,GPS Tracking for Cats and Dogs
Groupize.Com,https://angel.co/company/groupize-com,
NanoDetection Technology,https://angel.co/company/nanodetection-technology,
videoNEXT,https://angel.co/company/videonext,
DreamsCloud,https://angel.co/company/dreamscloud,The social network for sharing night-time dreams.
7Park Data,https://angel.co/company/7parkdata,
madeforgoods,https://angel.co/company/madeforgoods,Madeforgoods is building the future of distribution of professional goods in China.
iDialogs,https://angel.co/company/idialogs,Smart chronic health management
AlchemyAPI (Acquired by IBM Watson Group),https://angel.co/company/alchemyapi-acquired-by-ibm-watson-group,
Fresh Relevance,https://angel.co/company/fresh-relevance,Fresh personalization for the digital marketer.
Casho,https://angel.co/company/casho,Earn Cash through Simple Tasks
UE LifeSciences,https://angel.co/company/ue-lifesciences,
Eligo Bioscience,https://angel.co/company/eligo-bioscience,
Kersaint Health,https://angel.co/company/kersaint-health,Personalized Healthcare Company
Catapult International,https://angel.co/company/catapult-international,
MeetingSense Software,https://angel.co/company/meetingsense-software,The Next Evolution of Meetings - Cloud Meeting Collaboration for Everyone
DataGres Technologies,https://angel.co/company/datagres-technologies,
Method CRM,https://angel.co/company/method-crm,
RtTech,https://angel.co/company/rttech,
SpongeFish,https://angel.co/company/spongefish,
Playkey,https://angel.co/company/playkey,GTA V on low end laptop and PC
Field Agent,https://angel.co/company/field-agent,
CloudCheckr,https://angel.co/company/cloudcheckr,
Unitask,https://angel.co/company/unitask,
Vilant Systems,https://angel.co/company/vilant-systems,
Ziffi,https://angel.co/company/ziffi,
Adello,https://angel.co/company/adello,
cove.is,https://angel.co/company/cove-is,your neighborhood productive space
Shuttlerock,https://angel.co/company/shuttlerock,A Next Generation Brand Management Platform
Repro,https://angel.co/company/repro,
Valify,https://angel.co/company/valify,
Bay Labs,https://angel.co/company/bay-labs,Making medical imaging universally accessible to improve healthcare. WE ARE HIRING!
Mojiworks,https://angel.co/company/mojiworks,Making the platform-defining games for Messenger
CLiCS,https://angel.co/company/clics-1,Revolutionizing the $7 billion salon hair color market
REMOTV,https://angel.co/company/remotv,
Rayneer,https://angel.co/company/rayneer,personalized TV station
Visionare,https://angel.co/company/visionare,Bridging technology seeds and markets
TipRanks,https://angel.co/company/tipranks,
Restore Medical Solutions,https://angel.co/company/restore-medical-solutions,Saving Healthcare Cost through Efficiency
GillBus,https://angel.co/company/gillbus,GDS in bus transportation
Crowdynews,https://angel.co/company/crowdynews,
Retail Optimization Cloud,https://angel.co/company/retail-optimization-cloud,
