Ticket number,Issue Date,Issue time,Meter Id,Marked Time,RP State Plate,Plate Expiry Date,VIN,Make,Body Style,Color,Location,Route,Agency,Violation code,Violation Description,Fine amount,Latitude,Longitude
4273976232,2015-12-30T00:00:00,1322,,,CA,3,,NISS,PA,BK,520 AVENUE 64 N,676,56,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4273976243,2015-12-30T00:00:00,1529,YO5,,CA,7,,MAZD,PA,BL,5101 YORK BL,676,56,88.13B+,METER EXP.,63,6499693.7,1866504.6
4273976254,2015-12-30T00:00:00,1532,YO10,,CA,12,,VOLK,PA,BK,5101 YORK BL,676,56,88.13B+,METER EXP.,63,6499693.7,1866504.6
4273976265,2015-12-30T00:00:00,1604,,,CA,12,,FORD,PA,SL,4409 MARMION WAY,676,56,80.69A+,STOP/STAND PROHIBIT,93,99999,99999
4273983280,2015-12-30T00:00:00,914,LH16591,,CA,201603,,TOYT,PA,GY,2334 DALY ST,644,56,88.63B+,OFF STR/OVERTIME/MTR,58,6496376.5,1848824.2
4273983302,2015-12-30T00:00:00,951,LH180,,CA,201604,,CHEV,PU,BK,2601 PASADENA AV,644,56,88.13B+,METER EXP.,63,6496365.2,1850332.4
4273983313,2015-12-30T00:00:00,1002,BH262,,CA,201602,,VOLK,PA,SL,1800 1ST ST E,644,56,88.13B+,METER EXP.,63,6495070.5,1839645.1
4273983324,2015-12-30T00:00:00,1006,,,CA,201606,,TOYT,PA,SL,525 ST LOUIS ST S,644,56,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4273983335,2015-12-30T00:00:00,1006,,,CA,201603,,TOYT,PA,BL,525 ST LOUIS ST S,644,56,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4273983346,2015-12-30T00:00:00,1008,,,CA,201603,,TOYT,PA,RD,528 CHICAGO ST S,644,56,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4273983350,2015-12-30T00:00:00,1118,,,CA,201607,,TOYT,PU,GN,730 ALVARADO ST S,644,56,80.66.1D,RESTRICTED TAXI ZONE,68,6481228.4,1849445.6
4273983361,2015-12-30T00:00:00,1138,,,CA,201605,,LEXS,PA,SL,1300 W WILSHIRE BLVD,644,56,80.56E4+,RED ZONE,93,6480896.4,1842069.6
4273983372,2015-12-30T00:00:00,1155,,1035,CA,201601,,NISS,PA,WT,1323 FLOWER ST S,644,56,80.69C,PARKED OVER TIME LIM,58,6480728.8,1836883.3
4273983383,2015-12-30T00:00:00,1214,,1045,CA,201607,,NISS,PA,GO,1311 5TH ST W,644,56,80.69C,PARKED OVER TIME LIM,58,6482422.9,1842495.5
4273983394,2015-12-30T00:00:00,1217,,1045,CA,,,BMW,PA,BK,1330 5TH ST W,644,56,80.69C,PARKED OVER TIME LIM,58,6482066.2,1842676.6
4273983405,2015-12-30T00:00:00,1218,,1045,AZ,,,BUIC,PA,BL,1330 5TH ST W,644,56,80.69C,PARKED OVER TIME LIM,58,6482066.2,1842676.6
4273983416,2015-12-30T00:00:00,1223,,1055,CA,201609,,CHEV,PA,GY,465 BIXEL ST S,644,56,80.69C,PARKED OVER TIME LIM,58,6482596.6,1842693.2
4273983420,2015-12-30T00:00:00,1231,,1105,CA,201602,,TOYT,PA,SL,620 WESTLAKE AVE S,644,56,80.69C,PARKED OVER TIME LIM,58,6478653.2,1843720.4
4273983431,2015-12-30T00:00:00,1356,,1100,CA,201606,,TOYT,PA,GY,1305 4TH ST W,644,56,80.69C,PARKED OVER TIME LIM,58,6482625.2,1843200.2
4273983442,2015-12-30T00:00:00,1359,,1100,PA,201404,,VOLK,PA,BL,1325 4TH ST W,644,56,80.69C,PARKED OVER TIME LIM,58,6482413.3,1843307.8
4273983453,2015-12-30T00:00:00,1605,,,CA,201602,,TOYT,PA,WT,1801 FLOWER ST S,644,56,80.69AP+,NO STOP/STANDING,93,99999,99999
4273990770,2015-12-30T00:00:00,911,,,WA,,,PTRB,CM,OT,1820 8TH ST E,683,56,80.69B,NO PARKING,73,6478456.7,1841955.2
4273990781,2015-12-30T00:00:00,919,ED166,,CA,11,,GRUM,CM,BN,1135 12TH ST E,683,56,88.13B+,METER EXP.,63,6486651.8,1833808.2
4273990792,2015-12-30T00:00:00,920,,,CA,201601,,TOYT,PA,SL,955 12TH ST E,683,56,8.06E+03,YELLOW ZONE,58,6486127.6,1834065.4
4273990803,2015-12-30T00:00:00,923,ED176,,NV,201609,,CHRY,PA,GY,945 12TH ST E,683,56,88.13B+,METER EXP.,63,6486094.8,1834081.5
4273990814,2015-12-30T00:00:00,925,ED625,,CA,11,,GRUM,CM,BN,1011 TOWNE AVE S,683,56,88.13B+,METER EXP.,63,6486020,1834888.5
4273990825,2015-12-30T00:00:00,1033,,,CA,10,,GMC,CM,GN,1011 LOS ANGELES ST S,683,56,80.56E4+,RED ZONE,93,6484110.5,1836845
4273990836,2015-12-30T00:00:00,1036,CB841,,CA,201604,,CHRY,OT,GY,1207 SANTEE ST S,683,56,88.13B+,METER EXP.,63,6483685.6,1835662.1
4273990840,2015-12-30T00:00:00,1037,CB566,,CA,,,UNK,TR,WT,1204 SANTEE ST S,683,56,88.13B+,METER EXP.,63,6483691.4,1835670.6
4273990851,2015-12-30T00:00:00,1039,,,CA,10,,TOYT,OT,RD,1212 SANTEE ST S,683,56,8.06E+03,YELLOW ZONE,58,6483667.9,1835636.8
4273990862,2015-12-30T00:00:00,1105,CB2248,,CA,201603,,TOYT,PA,GY,565 PICO BLVD E,683,56,88.03A,OUTSIDE LINES/METER,58,6480954.1,1836994.1
4273990873,2015-12-30T00:00:00,1119,CB3962,,CA,201607,,FORD,PA,BK,1029 WALL ST S,683,56,88.03A,OUTSIDE LINES/METER,58,6484890.3,1836052.9
4273990884,2015-12-30T00:00:00,1240,CB4269,,CA,201609,,MITS,PA,GY,505 OLYMPIC BL E,683,56,88.13B+,METER EXP.,63,6482698.8,1838139.9
4273990895,2015-12-30T00:00:00,1242,,,CA,201611,,NISS,PA,GY,996 WALL ST S,683,56,8.06E+03,YELLOW ZONE,58,6484994.6,1836170.1
4273990906,2015-12-30T00:00:00,1245,,940,CA,201604,,CHEV,CM,WT,945 WALL ST S,683,56,80.69C,PARKED OVER TIME LIM,58,6485188.7,1836387.8
4273990910,2015-12-30T00:00:00,1248,CB3960A,,CA,201608,,TOYT,PA,GY,1025 WALL ST S,683,56,88.13B+,METER EXP.,63,6484904.2,1836068.4
4273990921,2015-12-30T00:00:00,1249,CB4234,,CA,201603,,MITS,PA,SL,1028 WALL ST S,683,56,88.13B+,METER EXP.,63,6484890.3,1836052.9
4273990932,2015-12-30T00:00:00,1251,,,CA,201601,,HOND,PA,GY,451 11TH ST E,683,56,80.56E4+,RED ZONE,93,99999,99999
4273990943,2015-12-30T00:00:00,1254,,,CA,201605,,TOYT,PA,OT,1139 WALL ST S,683,56,8.06E+03,YELLOW ZONE,58,6484529.5,1835551.8
4273990954,2015-12-30T00:00:00,1255,CB2147,,CA,201604,,NISS,PA,GY,1145 WALL ST S,683,56,88.13B+,METER EXP.,63,6484507,1835518.5
4273990965,2015-12-30T00:00:00,1425,,,CA,201612,,CHEV,PA,GY,900 SANTEE ST S,683,56,80.56E4+,RED ZONE,93,6484915.8,1837053.5
4273990976,2015-12-30T00:00:00,1429,,,CA,201608,,CHEV,CM,WT,330 11TH ST E,683,56,80.56E4+,RED ZONE,93,6482530.4,1837431.8
4273990980,2015-12-30T00:00:00,1432,,,CA,,,NISS,PA,BK,205 11TH ST E,683,56,80.56E4+,RED ZONE,93,6482874.1,1837163.9
4273990991,2015-12-30T00:00:00,1442,,,CA,201604,,CHRY,PA,SL,204 PICO BLVD E,683,56,8.06E+03,YELLOW ZONE,58,6482210.6,1836215.4
4273991002,2015-12-30T00:00:00,1503,CB440,,CA,6,,GRUM,CM,BN,1306 LOS ANGELES ST S,683,56,88.13B+,METER EXP.,63,99999,99999
4273991013,2015-12-30T00:00:00,1509,,,CA,201610,,CHEV,PA,SL,845 OLYMPIC BLVD W,683,56,80.7,NO STOPPING/ANTI-GRI,163,6481349.9,1838961.6
4273991024,2015-12-30T00:00:00,1521,,,CA,,,UNK,MC,BK,845 OLYMPIC BLVD W,683,56,80.7,NO STOPPING/ANTI-GRI,163,6481349.9,1838961.6
4273991035,2015-12-30T00:00:00,1532,,,CA,201510,,PORS,PA,BK,926 GEORGIA ST,683,56,80.69AA+,NO STOP/STAND,93,99999,99999
4273991046,2015-12-30T00:00:00,1611,,,CA,9,,GRUM,CM,BN,250 11TH ST E,683,56,80.56E4+,RED ZONE,93,6482719.3,1837284.6
4273991050,2015-12-30T00:00:00,1620,,,CA,201608,,LEXS,PA,GY,228 16TH ST E,683,56,80.69AA+,NO STOP/STAND,93,99999,99999
4273991061,2015-12-30T00:00:00,1708,,,CA,201612,,TOYT,PA,SL,1620 MAIN ST S,683,56,80.61,STANDNG IN ALLEY,68,99999,99999
4273991072,2015-12-30T00:00:00,1738,,,CA,6,,ISU,CM,WT,200 OLYMPIC BLVD E,683,56,80.56E4+,RED ZONE,93,6483686,1837366.7
4273993452,2015-12-29T00:00:00,2301,,,CA,201601,,MITS,CM,RD,7441 REMMET AVENUE,321,53,80.69.2,COMM VEH OVER TIME L,78,6380166,1897673.4
4273993463,2015-12-29T00:00:00,2307,,,CA,201603,,CHEV,CM,WT,21115 SATICOY STREET,321,53,80.69.2,COMM VEH OVER TIME L,78,6382246.8,1898716.2
4273993474,2015-12-29T00:00:00,2332,,,CA,201602,,CHEV,CM,WT,13415 BARBARA ANN STREET,321,53,80.69.2,COMM VEH OVER TIME L,78,6433210.5,1895533.7
4273993485,2015-12-29T00:00:00,2335,,,CA,201508,,TOYT,CM,RD,7227 ATOLL AVENUE,321,53,5204A-,DISPLAY OF TABS,25,6434354.3,1896054.4
4273993496,2015-12-29T00:00:00,2336,,,CA,201504,,HYUN,PA,SL,7227 ATOLL AVENUE,321,53,5204A-,DISPLAY OF TABS,25,6434354.3,1896054.4
4273996506,2015-12-30T00:00:00,918,PM21,,CA,201510,,MNNI,PA,WT,3301 MOTOR AV,165,51,88.13B+,METER EXP.,63,6437229.5,1833269.7
4273996510,2015-12-30T00:00:00,919,,,CA,201510,,MNNI,PA,WT,3301 MOTOR AV,165,51,5204A-,DISPLAY OF TABS,25,6437229.5,1833269.7
4273996521,2015-12-30T00:00:00,923,,,CA,201511,,CADI,PA,GY,3614 S MOTOR AV,165,51,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4273996532,2015-12-30T00:00:00,1058,,,CA,201604,,LEXS,PA,WT,10736 CHARNOCK ROAD W,165,51,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4273996543,2015-12-30T00:00:00,1100,,,CA,201608,,TOYT,PA,SL,10720 CHARNOCK ROAD W,165,51,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4273996554,2015-12-30T00:00:00,1101,,,CA,201603,,TOYT,PA,GY,10714 CHARNOCK ROAD W,165,51,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4273996565,2015-12-30T00:00:00,1104,,,CA,201511,,HOND,VN,GY,10716 CHARNOCK ROAD W,165,51,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4273996576,2015-12-30T00:00:00,1105,,,CA,201609,,TOYT,PA,WT,10706 CHARNOCK ROAD W,165,51,80.69BS,NO PARK/STREET CLEAN,73,6437415.5,1830819.5
4273996580,2015-12-30T00:00:00,1116,,1009,CA,201601,,TOYT,VN,GY,10500 W VENICE BLVD,165,51,80.69C,PARKED OVER TIME LIM,58,99999,99999
4273996591,2015-12-30T00:00:00,1121,,1014,CA,201605,,HOND,PA,GN,10304 W VENICE BLVD,165,51,80.69C,PARKED OVER TIME LIM,58,6439668.1,1830268.1
4273996602,2015-12-30T00:00:00,1130,,,CA,201607,,TOYT,PA,BL,10220 W WOODBINE ST,165,51,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4273996613,2015-12-30T00:00:00,1135,,,CA,201611,,HOND,PA,BL,10136 NATIONAL BLVD,165,51,80.69BS,NO PARK/STREET CLEAN,73,6438448.5,1833165.3
4273996624,2015-12-30T00:00:00,1152,PM204,,FL,201606,,NISS,PA,BK,3800 BAGLEY AV,165,51,88.13B+,METER EXP.,63,6441987.3,1831839.4
4273996635,2015-12-30T00:00:00,1337,PM125,,CA,201601,,TOYT,PA,BK,3701 CLARINGTON AV,165,51,88.13B+,METER EXP.,63,6439831.5,1831653.2
4273996646,2015-12-30T00:00:00,1404,PM189,,CA,201701,,VOLV,PA,GY,9500 VENICE BL,165,51,88.13B+,METER EXP.,63,6441845.3,1831742.5
4273996650,2015-12-30T00:00:00,1410,PM62,,CA,201604,,TOYT,PA,SL,9501 VENICE BL,165,51,88.13B+,METER EXP.,63,6441783.9,1831839
4273996661,2015-12-30T00:00:00,1414,,,CA,201509,,TOYT,PA,BK,9635 W VENICE BL,165,51,5204A-,DISPLAY OF TABS,25,99999,99999
4273996672,2015-12-30T00:00:00,1437,,1328,CA,201610,,BMW,PA,GY,3775 S DELMAS TER,165,51,80.69C,PARKED OVER TIME LIM,58,6440985.6,1831513
4273996683,2015-12-30T00:00:00,1514,PM57,,CA,201612,,TOYT,PA,WT,9401 VENICE BL,165,51,88.13B+,METER EXP.,63,6441926.1,1831935.3
4273996694,2015-12-30T00:00:00,1546,#5,,CA,201605,,BMW,PA,GY,1301 S BEVERLY GREEN DR,165,51,80.58L,PREFERENTIAL PARKING,68,99999,99999
4273996705,2015-12-30T00:00:00,1548,,,CA,201605,,BMW,PA,GY,1301 S BEVERLY GREEN DR,165,51,5200,DISPLAY OF PLATES,25,99999,99999
4274004011,2015-12-30T00:00:00,1204,,,CA,9,,OTHR,TK,BN,302 3RD ST E,662,56,80.56E4+,RED ZONE,93,6486531.6,1841026.5
4274004022,2015-12-30T00:00:00,1207,LT372A,,CA,201607,,TOYT,PA,RD,301 BOYD ST,662,56,88.03A,OUTSIDE LINES/METER,58,6487680.2,1839646.9
4274004033,2015-12-30T00:00:00,1210,LT314,,CA,201605,,HOND,PA,BL,301 SAN PEDRO ST S,662,56,88.13B+,METER EXP.,63,6488205,1839693.6
4274004044,2015-12-30T00:00:00,1224,,,CA,201609,,FORD,PU,RD,305 9TH ST E,662,56,80.56E4+,RED ZONE,93,6483717.9,1838181.1
4274004055,2015-12-30T00:00:00,1335,CB2543,,CA,201604,,LEXS,PA,BK,701 WALL ST S,662,56,88.13B+,METER EXP.,63,6486375.3,1837737.7
4274004066,2015-12-30T00:00:00,1338,CB2561,,CA,201609,,TOYT,PA,BK,700 WALL ST S,662,56,88.13B+,METER EXP.,63,6486375.3,1837737.7
4274004070,2015-12-30T00:00:00,1415,CB2738B,,CA,201610,,HOND,PA,SL,701 SAN PEDRO ST S,662,56,88.13B+,METER EXP.,63,6486908.3,1837286.9
4274004081,2015-12-30T00:00:00,1457,LT367,,CA,201610,,CHEV,PA,BK,301 SAN PEDRO ST S,662,56,88.13B+,METER EXP.,63,6488205,1839693.6
4274004092,2015-12-30T00:00:00,1500,LT311,,CA,201604,,FORD,PA,GY,300 BOYD ST,662,56,88.13B+,METER EXP.,63,6487680.2,1839646.9
4274004103,2015-12-30T00:00:00,1500,,,CA,201604,,FORD,PA,GY,300 BOYD ST,662,56,5200,DISPLAY OF PLATES,25,6487680.2,1839646.9
4274006015,2015-12-30T00:00:00,844,,,CA,201602,,VOLV,PA,GY,1928 MARIPOSA AVE N,442,54,80.69BS,NO PARK/STREET CLEAN,73,6471013.6,1861022.7
4274006026,2015-12-30T00:00:00,850,,,OR,201703,,TOYT,PA,RD,1927 NORMANDIE AVE N,442,54,80.69BS,NO PARK/STREET CLEAN,73,6470682.3,1861208.7
4274006030,2015-12-30T00:00:00,851,,,CA,201512,,TOYT,PA,GY,1915 NORMANDIE AVE N,442,54,80.69BS,NO PARK/STREET CLEAN,73,6470682.4,1861052.3
4274006041,2015-12-30T00:00:00,852,,,CA,201608,,JEEP,PA,BK,1915 NORMANDIE AVE N,442,54,80.69BS,NO PARK/STREET CLEAN,73,6470682.4,1861052.3
4274006052,2015-12-30T00:00:00,852,,,CA,201606,,HYUN,PA,GY,1909 NORMANDIE AVE N,442,54,80.69BS,NO PARK/STREET CLEAN,73,6470682.5,1860974.1
4274006063,2015-12-30T00:00:00,915,96,,MI,201608,,CHEV,PA,BK,1758 ORANGE DR N,442,54,80.58L,PREFERENTIAL PARKING,68,6458210.8,1860058.2
4274006074,2015-12-30T00:00:00,918,96,,CA,201604,,HOND,PA,GY,1737 ORANGE DR N,442,54,80.58L,PREFERENTIAL PARKING,68,6458211,1859855.1
4274006085,2015-12-30T00:00:00,945,VS441,,CA,201605,,DODG,PA,OR,1345 VERMONT AV N,442,54,88.13B+,METER EXP.,63,6473337.9,1857514.6
4274006096,2015-12-30T00:00:00,1007,,,CA,201602,,BMW,PA,GY,5110 HAROLD WAY,442,54,80.69BS,NO PARK/STREET CLEAN,73,6470669.7,1858678.3
4274006100,2015-12-30T00:00:00,1008,,,CA,201602,,TOYT,PA,GY,5110 HAROLD WAY,442,54,80.69BS,NO PARK/STREET CLEAN,73,6470669.7,1858678.3
4274006111,2015-12-30T00:00:00,1009,,,CA,201604,,TOYT,PA,GY,5118 HAROLD WAY,442,54,80.69BS,NO PARK/STREET CLEAN,73,6470656.4,1858678.2
4274006122,2015-12-30T00:00:00,1011,,,CA,201605,,MAZD,PA,GY,1645 WINONA BLVD,442,54,80.69BS,NO PARK/STREET CLEAN,73,6470189.3,1859244
4274006133,2015-12-30T00:00:00,1012,,,CA,201603,,NISS,PA,WT,1631 WINONA BLVD,442,54,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4274006144,2015-12-30T00:00:00,1014,,,CA,201601,,TOYT,PA,GY,1611 WINONA BLVD,442,54,80.69BS,NO PARK/STREET CLEAN,73,6470189.8,1859051.4
4274006155,2015-12-30T00:00:00,1015,,,CA,201602,,FORD,PA,GN,1601 WINONA BLVD,442,54,80.69BS,NO PARK/STREET CLEAN,73,6470189.9,1858994.8
4274006166,2015-12-30T00:00:00,1015,,,CA,201610,,TOYT,PA,WT,1601 WINONA BLVD,442,54,80.69BS,NO PARK/STREET CLEAN,73,6470189.9,1858994.8
4274006170,2015-12-30T00:00:00,1017,,,CA,201607,,MAZD,PA,GY,1559 WINONA BLVD,442,54,80.69BS,NO PARK/STREET CLEAN,73,6470190.5,1858756.9
4274006181,2015-12-30T00:00:00,1019,,,CA,201701,,TOYT,PA,BK,1537 WINONA BLVD,442,54,80.69BS,NO PARK/STREET CLEAN,73,6470190.9,1858613.3
4274006192,2015-12-30T00:00:00,1024,,,CA,201611,,CHEV,PA,WT,1616 KINGSLEY DR N,442,54,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4274006203,2015-12-30T00:00:00,1025,,,CA,201601,,TOYT,PA,SL,1626 KINGSLEY DR N,442,54,80.69BS,NO PARK/STREET CLEAN,73,6469859.8,1859066.1
4274006214,2015-12-30T00:00:00,1027,,,CA,201609,,TOYT,PA,BL,1638 KINGSLEY DR N,442,54,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4274006225,2015-12-30T00:00:00,1028,,,CA,201603,,MAZD,PA,BL,1644 KINGSLEY DR N,442,54,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4274006236,2015-12-30T00:00:00,1030,,,CA,201608,,VOLK,PA,WT,1611 HARVARD BLVD N,442,54,80.69BS,NO PARK/STREET CLEAN,73,6469526.4,1858962.3
4274006240,2015-12-30T00:00:00,1031,,,CA,201601,,BMW,PA,SL,1561 HARVARD BLVD N,442,54,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4274006251,2015-12-30T00:00:00,1034,,,CA,201604,,LEXS,PA,WT,1640 HOBART BLVD N,442,54,80.69BS,NO PARK/STREET CLEAN,73,6469139.7,1859162.4
4274006262,2015-12-30T00:00:00,1037,,,CA,201610,,TOYT,PA,RD,1563 SERRANO AVE N,442,54,80.69BS,NO PARK/STREET CLEAN,73,6468700.5,1858689.9
4274006273,2015-12-30T00:00:00,1039,,,CA,201611,,BMW,PA,GY,1531 SERRANO AVE N,442,54,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4274006284,2015-12-30T00:00:00,1042,,,CA,201604,,CHEV,PA,BL,5412 CARLTON WAY W,442,54,80.69BS,NO PARK/STREET CLEAN,73,6468619.5,1859107.5
4274006295,2015-12-30T00:00:00,1211,,,CA,201606,,BMW,PA,BL,1570 EDGEMONT ST N,442,54,80.69BS,NO PARK/STREET CLEAN,73,6472015.7,1858606.3
4274006306,2015-12-30T00:00:00,1213,,,CA,,,HYUN,PA,WT,1570 EDGEMONT ST N,442,54,80.69BS,NO PARK/STREET CLEAN,73,6472015.7,1858606.3
4274006310,2015-12-30T00:00:00,1213,,,CA,201601,,TOYT,PA,SL,1570 EDGEMONT ST N,442,54,80.69BS,NO PARK/STREET CLEAN,73,6472015.7,1858606.3
4274006321,2015-12-30T00:00:00,1214,,,CA,201512,,KIA,PA,GY,1570 EDGEMONT ST N,442,54,80.69BS,NO PARK/STREET CLEAN,73,6472015.7,1858606.3
4274006332,2015-12-30T00:00:00,1216,,,CA,8,,NISS,PA,RD,1614 EDGEMONT ST N,442,54,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4274006343,2015-12-30T00:00:00,1218,,,CA,201507,,HYUN,PA,BL,1630 EDGEMONT ST N,442,54,80.69BS,NO PARK/STREET CLEAN,73,6472013.8,1859048.5
4274006354,2015-12-30T00:00:00,1222,,,CA,201507,,HYUN,PA,BL,1630 EDGEMONT ST N,442,54,5204A-,DISPLAY OF TABS,25,6472013.8,1859048.5
4274006365,2015-12-30T00:00:00,1222,,,CA,201610,,AUDI,PA,GY,1630 EDGEMONT ST N,442,54,80.69BS,NO PARK/STREET CLEAN,73,6472013.8,1859048.5
4274006376,2015-12-30T00:00:00,1224,,,CA,,,HYUN,PA,WT,1630 EDGEMONT ST N,442,54,80.69BS,NO PARK/STREET CLEAN,73,6472013.8,1859048.5
4274006380,2015-12-30T00:00:00,1224,,,CA,201604,,HOND,PA,GY,1630 EDGEMONT ST N,442,54,80.69BS,NO PARK/STREET CLEAN,73,6472013.8,1859048.5
4274006391,2015-12-30T00:00:00,1228,,,CA,,,HYUN,PA,BK,1559 KENMORE AVE N,442,54,80.69BS,NO PARK/STREET CLEAN,73,6471681.6,1858615.5
4274006402,2015-12-30T00:00:00,1229,,,CA,201602,,TOYT,PA,GY,1535 KENMORE AVE N,442,54,80.69BS,NO PARK/STREET CLEAN,73,6471681.8,1858455.3
4274006413,2015-12-30T00:00:00,1232,,,CA,201609,,TOYT,PA,TN,1516 ALEXANDRIA AVE N,442,54,80.69BS,NO PARK/STREET CLEAN,73,6471350.2,1858334.8
4274006424,2015-12-30T00:00:00,1235,,,CA,201601,,TOYT,PA,WT,1536 ALEXANDRIA AVE N,442,54,80.69BS,NO PARK/STREET CLEAN,73,6471350,1858468.3
4274006435,2015-12-30T00:00:00,1236,,,CA,201604,,TOYT,PA,WT,1556 ALEXANDRIA AVE N,442,54,80.69BS,NO PARK/STREET CLEAN,73,6471349.8,1858601.8
4274006446,2015-12-30T00:00:00,1237,,,PA,201607,,SUBA,PA,GY,1614 ALEXANDRIA AVE N,442,54,80.69BS,NO PARK/STREET CLEAN,73,6471349.2,1858989
4274006450,2015-12-30T00:00:00,1239,,,CA,201603,,VOLK,PA,BK,1642 ALEXANDRIA AVE N,442,54,80.69BS,NO PARK/STREET CLEAN,73,6471348.9,1859175.9
4274006461,2015-12-30T00:00:00,1241,,,CA,201601,,CHEV,PA,BK,1613 MARIPOSA AVE N,442,54,80.69BS,NO PARK/STREET CLEAN,73,6471017.5,1858975.4
4274006472,2015-12-30T00:00:00,1247,,,CA,201602,,LEXS,PA,BK,1552 NORMANDIE AVE N,442,54,80.69BS,NO PARK/STREET CLEAN,73,6470686.1,1858801.3
4274006483,2015-12-30T00:00:00,1413,VW1868,,CA,201604,,TOYT,PA,GY,3101 5TH ST W,442,54,88.13B+,METER EXP.,63,6474727.2,1846229.5
4274014592,2015-12-30T00:00:00,811,ED348,,NY,,,MERZ,PA,SL,901 PICO BLVD E,689R1,56,88.13B+,METER EXP.,63,6479965.4,1837538.4
4274014603,2015-12-30T00:00:00,814,ED355,,NE,201601,,HOND,PA,SL,801 PICO BLVD E,689R1,56,88.13B+,METER EXP.,63,6480220.3,1837398.7
4274014614,2015-12-30T00:00:00,816,ED397,,CA,201611,,TOYT,PA,BK,754 PICO BLVD E,689R1,56,88.13B+,METER EXP.,63,6480331.4,1837338
4274014625,2015-12-30T00:00:00,1007,,,CA,201510,,MERZ,PA,BK,920 WALL ST S,689R1,56,5204A-,DISPLAY OF TABS,25,6485278.3,1836488.3
4274014636,2015-12-30T00:00:00,1018,ED603,,CA,201608,,HOND,PA,BK,1186 CROCKER ST S,689R1,56,88.13B+,METER EXP.,63,6485402.5,1834474.8
4274014640,2015-12-30T00:00:00,1019,ED597,,CA,201606,,CHEV,VN,WT,1131 CROCKER ST S,689R1,56,88.13B+,METER EXP.,63,6485453.7,1834558.4
4274014651,2015-12-30T00:00:00,1021,ED618,,CA,201606,,MERZ,PA,BK,1004 CROCKER ST S,689R1,56,88.13B+,METER EXP.,63,6485764.4,1835066.9
4274014662,2015-12-30T00:00:00,1029,ED78,,CA,201604,,TOYT,PA,GY,745 10TH ST E,689R1,56,88.13B+,METER EXP.,63,6485787.9,1835193.6
4274014673,2015-12-30T00:00:00,1032,ED574,,CA,201602,,AUDI,PA,SL,907 CROCKER ST S,689R1,56,88.13B+,METER EXP.,63,6486126.8,1835660.4
4274014684,2015-12-30T00:00:00,1033,,,CA,201602,,AUDI,PA,SL,907 CROCKER ST S,689R1,56,5200,DISPLAY OF PLATES,25,6486126.8,1835660.4
4274014695,2015-12-30T00:00:00,1036,ED660,,CA,201612,,HYUN,PA,BK,950 CROCKER ST S,689R1,56,88.13B+,METER EXP.,63,6485974.8,1835411.7
4274014706,2015-12-30T00:00:00,1059,CB565,,CA,201610,,SUBA,PA,GY,1208 SANTEE ST S,689R1,56,88.13B+,METER EXP.,63,6483679.7,1835653.7
4274014710,2015-12-30T00:00:00,1120,ED449,,CA,201605,,HOND,PA,BK,1100 PICO BLVD E,689R1,56,88.13B+,METER EXP.,63,6479456.1,1837817.1
4274014721,2015-12-30T00:00:00,1124,,,CA,201603,,VOLK,PA,WT,1148 11TH ST E,689R1,56,8.06E+03,YELLOW ZONE,58,6486982.2,1834008.6
4274014732,2015-12-30T00:00:00,1127,,,CA,201611,,CHEV,PA,BK,964 11TH ST E,689R1,56,80.56E4+,RED ZONE,93,6486348.4,1834334.5
4274014743,2015-12-30T00:00:00,1130,,,CA,201605,,TOYT,PA,RD,962 11TH ST E,689R1,56,8.06E+03,YELLOW ZONE,58,6486341.5,1834338
4274014754,2015-12-30T00:00:00,1132,,,CA,201611,,FORD,PA,BK,969 11TH ST E,689R1,56,8.06E+03,YELLOW ZONE,58,6479784.5,1838988
4274014765,2015-12-30T00:00:00,1138,ED689,,CA,201607,,MERZ,PA,SL,952 TOWNE AVE S,689R1,56,88.13B+,METER EXP.,63,6486191.2,1835173.4
4274026282,2015-12-30T00:00:00,755,,,CA,8,,INTL,TK,RD,740 WALL STREET,667,56,80.56E4+,RED ZONE,93,6486148.9,1837465.4
4274026293,2015-12-30T00:00:00,807,CB1467,,CA,201508,,MITS,PA,OT,1205 HOPE ST S,667,56,88.13B+,METER EXP.,63,6481558.8,1837327.5
4274026304,2015-12-30T00:00:00,810,,,CA,201603,,AUDI,PA,WT,411 12TH ST W,667,56,8.06E+03,YELLOW ZONE,58,6481865.9,1837119.9
